20180114182813,10.0.0.2,55922,10.0.0.1,5001,3,0.0-1.0,4718592,37748736
20180114182814,10.0.0.2,55922,10.0.0.1,5001,3,1.0-2.0,5373952,42991616
20180114182815,10.0.0.2,55922,10.0.0.1,5001,3,2.0-3.0,6029312,48234496
20180114182816,10.0.0.2,55922,10.0.0.1,5001,3,3.0-4.0,5505024,44040192
20180114182817,10.0.0.2,55922,10.0.0.1,5001,3,4.0-5.0,6029312,48234496
20180114182818,10.0.0.2,55922,10.0.0.1,5001,3,5.0-6.0,5898240,47185920
20180114182819,10.0.0.2,55922,10.0.0.1,5001,3,6.0-7.0,5898240,47185920
20180114182820,10.0.0.2,55922,10.0.0.1,5001,3,7.0-8.0,5505024,44040192
20180114182821,10.0.0.2,55922,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20180114182822,10.0.0.2,55922,10.0.0.1,5001,3,9.0-10.0,6029312,48234496
20180114182823,10.0.0.2,55922,10.0.0.1,5001,3,10.0-11.0,5898240,47185920
20180114182824,10.0.0.2,55922,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20180114182825,10.0.0.2,55922,10.0.0.1,5001,3,12.0-13.0,6029312,48234496
20180114182826,10.0.0.2,55922,10.0.0.1,5001,3,13.0-14.0,5898240,47185920
20180114182827,10.0.0.2,55922,10.0.0.1,5001,3,14.0-15.0,5505024,44040192
20180114182828,10.0.0.2,55922,10.0.0.1,5001,3,15.0-16.0,5898240,47185920
20180114182829,10.0.0.2,55922,10.0.0.1,5001,3,16.0-17.0,6029312,48234496
20180114182830,10.0.0.2,55922,10.0.0.1,5001,3,17.0-18.0,5898240,47185920
20180114182831,10.0.0.2,55922,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20180114182832,10.0.0.2,55922,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20180114182833,10.0.0.2,55922,10.0.0.1,5001,3,20.0-21.0,5373952,42991616
20180114182834,10.0.0.2,55922,10.0.0.1,5001,3,21.0-22.0,6029312,48234496
20180114182835,10.0.0.2,55922,10.0.0.1,5001,3,22.0-23.0,5898240,47185920
20180114182836,10.0.0.2,55922,10.0.0.1,5001,3,23.0-24.0,5898240,47185920
20180114182837,10.0.0.2,55922,10.0.0.1,5001,3,24.0-25.0,6029312,48234496
20180114182838,10.0.0.2,55922,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20180114182839,10.0.0.2,55922,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20180114182840,10.0.0.2,55922,10.0.0.1,5001,3,27.0-28.0,6029312,48234496
20180114182841,10.0.0.2,55922,10.0.0.1,5001,3,28.0-29.0,5505024,44040192
20180114182842,10.0.0.2,55922,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
20180114182843,10.0.0.2,55922,10.0.0.1,5001,3,30.0-31.0,5898240,47185920
20180114182844,10.0.0.2,55922,10.0.0.1,5001,3,31.0-32.0,6029312,48234496
20180114182845,10.0.0.2,55922,10.0.0.1,5001,3,32.0-33.0,5898240,47185920
20180114182846,10.0.0.2,55922,10.0.0.1,5001,3,33.0-34.0,5505024,44040192
20180114182847,10.0.0.2,55922,10.0.0.1,5001,3,34.0-35.0,5898240,47185920
20180114182848,10.0.0.2,55922,10.0.0.1,5001,3,35.0-36.0,5898240,47185920
20180114182849,10.0.0.2,55922,10.0.0.1,5001,3,36.0-37.0,6029312,48234496
20180114182850,10.0.0.2,55922,10.0.0.1,5001,3,37.0-38.0,5898240,47185920
20180114182851,10.0.0.2,55922,10.0.0.1,5001,3,38.0-39.0,5898240,47185920
20180114182852,10.0.0.2,55922,10.0.0.1,5001,3,39.0-40.0,6029312,48234496
20180114182853,10.0.0.2,55922,10.0.0.1,5001,3,40.0-41.0,5898240,47185920
20180114182854,10.0.0.2,55922,10.0.0.1,5001,3,41.0-42.0,5505024,44040192
20180114182855,10.0.0.2,55922,10.0.0.1,5001,3,42.0-43.0,5898240,47185920
20180114182856,10.0.0.2,55922,10.0.0.1,5001,3,43.0-44.0,6029312,48234496
20180114182857,10.0.0.2,55922,10.0.0.1,5001,3,44.0-45.0,5898240,47185920
20180114182858,10.0.0.2,55922,10.0.0.1,5001,3,45.0-46.0,5505024,44040192
20180114182859,10.0.0.2,55922,10.0.0.1,5001,3,46.0-47.0,5505024,44040192
20180114182900,10.0.0.2,55922,10.0.0.1,5001,3,47.0-48.0,5898240,47185920
20180114182901,10.0.0.2,55922,10.0.0.1,5001,3,48.0-49.0,5505024,44040192
20180114182902,10.0.0.2,55922,10.0.0.1,5001,3,49.0-50.0,5898240,47185920
20180114182903,10.0.0.2,55922,10.0.0.1,5001,3,50.0-51.0,5898240,47185920
20180114182904,10.0.0.2,55922,10.0.0.1,5001,3,51.0-52.0,6029312,48234496
20180114182905,10.0.0.2,55922,10.0.0.1,5001,3,52.0-53.0,5898240,47185920
20180114182906,10.0.0.2,55922,10.0.0.1,5001,3,53.0-54.0,5505024,44040192
20180114182907,10.0.0.2,55922,10.0.0.1,5001,3,54.0-55.0,5898240,47185920
20180114182908,10.0.0.2,55922,10.0.0.1,5001,3,55.0-56.0,6029312,48234496
20180114182909,10.0.0.2,55922,10.0.0.1,5001,3,56.0-57.0,6029312,48234496
20180114182910,10.0.0.2,55922,10.0.0.1,5001,3,57.0-58.0,5505024,44040192
20180114182911,10.0.0.2,55922,10.0.0.1,5001,3,58.0-59.0,6029312,48234496
20180114182912,10.0.0.2,55922,10.0.0.1,5001,3,59.0-60.0,6029312,48234496
20180114182912,10.0.0.2,55922,10.0.0.1,5001,3,0.0-60.1,349831168,46599706
