1515972173,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972173,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972174,s1,160.00,3317.00,3477.00,3317,160,2.00,21.00,23.00,21,2,0.00,0.00,0,0
1515972174,eth0,1064.00,1715.00,2779.00,1715,1064,14.00,14.00,28.00,14,14,0.00,0.00,0,0
1515972174,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972174,s2,250.00,4712.00,4962.00,4712,250,3.00,28.00,31.00,28,3,0.00,0.00,0,0
1515972174,s1-eth2,33880.00,1250763.00,1284643.00,1250763,33880,440.00,844.00,1284.00,844,440,0.00,0.00,0,0
1515972174,s1-eth1,1250372.00,31614.00,1281986.00,31614,1250372,849.00,427.00,1276.00,427,849,0.00,0.00,0,0
1515972174,s3,160.00,4475.00,4635.00,4475,160,2.00,28.00,30.00,28,2,0.00,0.00,0,0
1515972174,s2-eth2,35909.00,1251406.00,1287315.00,1251406,35909,453.00,839.00,1292.00,839,453,0.00,0.00,0,0
1515972174,s2-eth1,1250763.00,33880.00,1284643.00,33880,1250763,844.00,440.00,1284.00,440,844,0.00,0.00,0,0
1515972174,lo,25825.00,25825.00,51650.00,25825,25825,248.00,248.00,496.00,248,248,0.00,0.00,0,0
1515972174,s3-eth2,37413.00,1250654.00,1288067.00,1250654,37413,463.00,827.00,1290.00,827,463,0.00,0.00,0,0
1515972174,s3-eth1,1251406.00,35909.00,1287315.00,35909,1251406,839.00,453.00,1292.00,453,839,0.00,0.00,0,0
1515972174,total,3887202.00,3894270.00,7781472.00,3894270,3887202,4157.00,4169.00,8326.00,4169,4157,0.00,0.00,0,0
1515972175,s1,90.00,1722.00,1812.00,1722,90,1.00,7.00,8.00,7,1,0.00,0.00,0,0
1515972175,eth0,152.00,245.00,397.00,245,152,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1515972175,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972175,s2,0.00,2106.00,2106.00,2106,0,0.00,10.00,10.00,10,0,0.00,0.00,0,0
1515972175,s1-eth2,32799.00,1249258.00,1282057.00,1249258,32799,434.00,831.00,1265.00,831,434,0.00,0.00,0,0
1515972175,s1-eth1,1249675.00,31672.00,1281347.00,31672,1249675,833.00,428.00,1261.00,428,833,0.00,0.00,0,0
1515972175,s3,90.00,2016.00,2106.00,2016,90,1.00,9.00,10.00,9,1,0.00,0.00,0,0
1515972175,s2-eth2,33762.00,1250103.00,1283865.00,1250103,33762,438.00,830.00,1268.00,830,438,0.00,0.00,0,0
1515972175,s2-eth1,1249258.00,32799.00,1282057.00,32799,1249258,831.00,434.00,1265.00,434,831,0.00,0.00,0,0
1515972175,lo,8824.00,8824.00,17648.00,8824,8824,82.00,82.00,164.00,82,82,0.00,0.00,0,0
1515972175,s3-eth2,35176.00,1250564.00,1285740.00,1250564,35176,444.00,826.00,1270.00,826,444,0.00,0.00,0,0
1515972175,s3-eth1,1250103.00,33762.00,1283865.00,33762,1250103,830.00,438.00,1268.00,438,830,0.00,0.00,0,0
1515972175,total,3859929.00,3863071.00,7723000.00,3863071,3859929,3896.00,3897.00,7793.00,3897,3896,0.00,0.00,0,0
1515972176,s1,0.00,374.00,374.00,374,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0
1515972176,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972176,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972176,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972176,s1-eth2,31746.00,1250938.00,1282684.00,1250938,31746,429.00,828.00,1257.00,828,429,0.00,0.00,0,0
1515972176,s1-eth1,1251312.00,31746.00,1283058.00,31746,1251312,830.00,429.00,1259.00,429,830,0.00,0.00,0,0
1515972176,s3,0.00,327.00,327.00,327,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1515972176,s2-eth2,31999.00,1250564.00,1282563.00,1250564,31999,429.00,826.00,1255.00,826,429,0.00,0.00,0,0
1515972176,s2-eth1,1250938.00,31746.00,1282684.00,31746,1250938,828.00,429.00,1257.00,429,828,0.00,0.00,0,0
1515972176,lo,957.00,957.00,1914.00,957,957,9.00,9.00,18.00,9,9,0.00,0.00,0,0
1515972176,s3-eth2,32400.00,1250564.00,1282964.00,1250564,32400,431.00,826.00,1257.00,826,431,0.00,0.00,0,0
1515972176,s3-eth1,1250564.00,31999.00,1282563.00,31999,1250564,826.00,429.00,1255.00,429,826,0.00,0.00,0,0
1515972176,total,3849916.00,3849215.00,7699131.00,3849215,3849916,3782.00,3779.00,7561.00,3779,3782,0.00,0.00,0,0
1515972177,s1,0.00,1168.00,1168.00,1168,0,0.00,6.00,6.00,6,0,0.00,0.00,0,0
1515972177,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972177,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1515972177,s2,0.00,1472.00,1472.00,1472,0,0.00,7.00,7.00,7,0,0.00,0.00,0,0
1515972177,s1-eth2,32295.00,1250148.00,1282443.00,1250148,32295,430.00,830.00,1260.00,830,430,0.00,0.00,0,0
1515972177,s1-eth1,1250545.00,31668.00,1282213.00,31668,1250545,832.00,428.00,1260.00,428,832,0.00,0.00,0,0
1515972177,s3,0.00,1145.00,1145.00,1145,0,0.00,6.00,6.00,6,0,0.00,0.00,0,0
1515972177,s2-eth2,32743.00,1249751.00,1282494.00,1249751,32743,433.00,828.00,1261.00,828,433,0.00,0.00,0,0
1515972177,s2-eth1,1250148.00,32295.00,1282443.00,32295,1250148,830.00,430.00,1260.00,430,830,0.00,0.00,0,0
1515972177,lo,5805.00,5805.00,11610.00,5805,5805,56.00,56.00,112.00,56,56,0.00,0.00,0,0
1515972177,s3-eth2,33043.00,1250564.00,1283607.00,1250564,33043,434.00,826.00,1260.00,826,434,0.00,0.00,0,0
1515972177,s3-eth1,1249751.00,32743.00,1282494.00,32743,1249751,828.00,433.00,1261.00,433,828,0.00,0.00,0,0
