20180114173327,10.0.0.2,44299,10.0.0.1,5001,3,0.0-1.0,1310720,10485760
20180114173328,10.0.0.2,44299,10.0.0.1,5001,3,1.0-2.0,1310720,10485760
20180114173329,10.0.0.2,44299,10.0.0.1,5001,3,2.0-3.0,1310720,10485760
20180114173330,10.0.0.2,44299,10.0.0.1,5001,3,3.0-4.0,1179648,9437184
20180114173331,10.0.0.2,44299,10.0.0.1,5001,3,4.0-5.0,1310720,10485760
20180114173332,10.0.0.2,44299,10.0.0.1,5001,3,5.0-6.0,1179648,9437184
20180114173333,10.0.0.2,44299,10.0.0.1,5001,3,6.0-7.0,1179648,9437184
20180114173334,10.0.0.2,44299,10.0.0.1,5001,3,7.0-8.0,1179648,9437184
20180114173335,10.0.0.2,44299,10.0.0.1,5001,3,8.0-9.0,1179648,9437184
20180114173336,10.0.0.2,44299,10.0.0.1,5001,3,9.0-10.0,1179648,9437184
20180114173337,10.0.0.2,44299,10.0.0.1,5001,3,10.0-11.0,1179648,9437184
20180114173338,10.0.0.2,44299,10.0.0.1,5001,3,11.0-12.0,1179648,9437184
20180114173339,10.0.0.2,44299,10.0.0.1,5001,3,12.0-13.0,1179648,9437184
20180114173340,10.0.0.2,44299,10.0.0.1,5001,3,13.0-14.0,1179648,9437184
20180114173341,10.0.0.2,44299,10.0.0.1,5001,3,14.0-15.0,1179648,9437184
20180114173342,10.0.0.2,44299,10.0.0.1,5001,3,15.0-16.0,1179648,9437184
20180114173343,10.0.0.2,44299,10.0.0.1,5001,3,16.0-17.0,1310720,10485760
20180114173344,10.0.0.2,44299,10.0.0.1,5001,3,17.0-18.0,1179648,9437184
20180114173345,10.0.0.2,44299,10.0.0.1,5001,3,18.0-19.0,1179648,9437184
20180114173346,10.0.0.2,44299,10.0.0.1,5001,3,19.0-20.0,917504,7340032
20180114173347,10.0.0.2,44299,10.0.0.1,5001,3,20.0-21.0,1179648,9437184
20180114173348,10.0.0.2,44299,10.0.0.1,5001,3,21.0-22.0,1179648,9437184
20180114173349,10.0.0.2,44299,10.0.0.1,5001,3,22.0-23.0,1179648,9437184
20180114173350,10.0.0.2,44299,10.0.0.1,5001,3,23.0-24.0,1179648,9437184
20180114173351,10.0.0.2,44299,10.0.0.1,5001,3,24.0-25.0,1179648,9437184
20180114173352,10.0.0.2,44299,10.0.0.1,5001,3,25.0-26.0,1310720,10485760
20180114173353,10.0.0.2,44299,10.0.0.1,5001,3,26.0-27.0,1179648,9437184
20180114173354,10.0.0.2,44299,10.0.0.1,5001,3,27.0-28.0,1179648,9437184
20180114173355,10.0.0.2,44299,10.0.0.1,5001,3,28.0-29.0,1179648,9437184
20180114173356,10.0.0.2,44299,10.0.0.1,5001,3,29.0-30.0,1179648,9437184
20180114173357,10.0.0.2,44299,10.0.0.1,5001,3,30.0-31.0,1179648,9437184
20180114173358,10.0.0.2,44299,10.0.0.1,5001,3,31.0-32.0,1048576,8388608
20180114173359,10.0.0.2,44299,10.0.0.1,5001,3,32.0-33.0,1179648,9437184
20180114173400,10.0.0.2,44299,10.0.0.1,5001,3,33.0-34.0,1179648,9437184
20180114173401,10.0.0.2,44299,10.0.0.1,5001,3,34.0-35.0,1179648,9437184
20180114173402,10.0.0.2,44299,10.0.0.1,5001,3,35.0-36.0,1310720,10485760
20180114173403,10.0.0.2,44299,10.0.0.1,5001,3,36.0-37.0,1179648,9437184
20180114173404,10.0.0.2,44299,10.0.0.1,5001,3,37.0-38.0,1179648,9437184
20180114173405,10.0.0.2,44299,10.0.0.1,5001,3,38.0-39.0,1179648,9437184
20180114173406,10.0.0.2,44299,10.0.0.1,5001,3,39.0-40.0,1179648,9437184
20180114173407,10.0.0.2,44299,10.0.0.1,5001,3,40.0-41.0,1048576,8388608
20180114173408,10.0.0.2,44299,10.0.0.1,5001,3,41.0-42.0,1179648,9437184
20180114173409,10.0.0.2,44299,10.0.0.1,5001,3,42.0-43.0,1179648,9437184
20180114173410,10.0.0.2,44299,10.0.0.1,5001,3,43.0-44.0,1179648,9437184
20180114173411,10.0.0.2,44299,10.0.0.1,5001,3,44.0-45.0,1179648,9437184
20180114173412,10.0.0.2,44299,10.0.0.1,5001,3,45.0-46.0,1310720,10485760
20180114173413,10.0.0.2,44299,10.0.0.1,5001,3,46.0-47.0,1179648,9437184
20180114173414,10.0.0.2,44299,10.0.0.1,5001,3,47.0-48.0,1179648,9437184
20180114173415,10.0.0.2,44299,10.0.0.1,5001,3,48.0-49.0,1179648,9437184
20180114173416,10.0.0.2,44299,10.0.0.1,5001,3,49.0-50.0,1048576,8388608
20180114173417,10.0.0.2,44299,10.0.0.1,5001,3,50.0-51.0,1179648,9437184
20180114173418,10.0.0.2,44299,10.0.0.1,5001,3,51.0-52.0,1179648,9437184
20180114173419,10.0.0.2,44299,10.0.0.1,5001,3,52.0-53.0,1179648,9437184
20180114173420,10.0.0.2,44299,10.0.0.1,5001,3,53.0-54.0,1179648,9437184
20180114173421,10.0.0.2,44299,10.0.0.1,5001,3,54.0-55.0,1179648,9437184
20180114173422,10.0.0.2,44299,10.0.0.1,5001,3,55.0-56.0,1310720,10485760
20180114173423,10.0.0.2,44299,10.0.0.1,5001,3,56.0-57.0,1179648,9437184
20180114173424,10.0.0.2,44299,10.0.0.1,5001,3,57.0-58.0,1179648,9437184
20180114173425,10.0.0.2,44299,10.0.0.1,5001,3,58.0-59.0,1048576,8388608
20180114173426,10.0.0.2,44299,10.0.0.1,5001,3,59.0-60.0,1179648,9437184
20180114173426,10.0.0.2,44299,10.0.0.1,5001,3,0.0-60.1,71303168,9497942
